x,y,x2,y2,color
93,250,128,450,same orientation
39,250,20,0,inversed
39,250,11,450,same orientation
93,250,133,0,inversed
129,250,94,450,inversed
129,250,97,0,inversed
25,250,34,0,inversed
12,250,19,450,inversed
70,250,68,450,inversed
70,250,70,0,inversed
25,250,32,450,same orientation
12,250,12,0,same orientation
135,250,91,0,inversed
135,250,88,450,inversed
47,250,45,450,same orientation
47,250,46,0,same orientation
70,250,68,450,same orientation
70,250,70,0,same orientation
102,250,120,450,inversed
102,250,124,0,inversed
144,250,140,450,same orientation
61,250,61,0,same orientation
61,250,59,450,same orientation
113,250,110,450,inversed
113,250,113,0,inversed
124,250,99,450,inversed
124,250,102,0,inversed
56,250,54,450,same orientation
56,250,55,0,same orientation
146,250,144,0,inversed
146,250,139,450,inversed
34,250,24,450,inversed
34,250,25,0,inversed
138,250,85,450,inversed
138,250,87,0,inversed
28,250,35,450,same orientation
82,250,75,450,inversed
6,250,5,0,same orientation
82,250,82,0,same orientation
28,250,31,0,inversed
31,250,27,450,inversed
31,250,28,0,inversed
121,250,102,450,inversed
121,250,105,0,inversed
53,250,51,450,same orientation
53,250,52,0,same orientation
64,250,62,450,same orientation
64,250,64,0,same orientation
116,250,107,450,inversed
116,250,110,0,inversed
143,250,140,450,inversed
0,250,0,450,same orientation
0,250,0,0,same orientation
78,250,79,450,inversed
3,250,2,0,same orientation
7,250,2,450,inversed
78,250,78,0,same orientation
87,250,139,0,inversed
87,250,135,450,inversed
96,250,126,450,inversed
96,250,130,0,inversed
69,250,67,450,same orientation
69,250,69,0,same orientation
20,250,38,450,same orientation
75,250,75,0,same orientation
75,250,73,450,same orientation
107,250,115,450,inversed
107,250,119,0,inversed
130,250,93,450,inversed
130,250,96,0,inversed
42,250,14,450,same orientation
17,250,41,450,inversed
17,250,42,0,inversed
20,250,39,0,inversed
42,250,17,0,inversed
10,250,8,450,inversed
27,250,32,0,inversed
9,250,9,0,same orientation
10,250,10,0,same orientation
27,250,34,450,same orientation
100,250,122,450,inversed
100,250,126,0,inversed
72,250,70,450,same orientation
72,250,72,0,same orientation
45,250,43,450,same orientation
45,250,44,0,same orientation
137,250,86,450,inversed
137,250,88,0,inversed
91,250,134,450,same orientation
91,250,135,0,inversed
91,250,43,450,inversed
59,250,58,0,same orientation
59,250,57,450,same orientation
48,250,46,450,same orientation
48,250,47,0,same orientation
80,250,77,450,inversed
4,250,3,0,same orientation
80,250,80,0,same orientation
54,250,52,450,same orientation
54,250,53,0,same orientation
126,250,97,450,inversed
126,250,100,0,inversed
111,250,111,450,inversed
111,250,115,0,inversed
63,250,61,450,same orientation
63,250,63,0,same orientation
146,250,139,450,same orientation
146,250,144,0,same orientation
144,250,143,0,inversed
36,250,22,450,inversed
36,250,23,0,inversed
1,250,1,450,same orientation
1,250,1,0,same orientation
18,250,40,450,inversed
18,250,41,0,inversed
5,250,4,450,inversed
108,250,114,450,inversed
108,250,118,0,inversed
85,250,137,450,inversed
85,250,141,0,inversed
33,250,25,450,inversed
33,250,26,0,inversed
114,250,109,450,inversed
114,250,112,0,inversed
